,text,user,location,Sentiment_Polarity,Expression Label
304,"RT @HeavenOrHellGod: Breaking News:
@realDonaldTrump signs deal with Mark Burnett for a New TV Show Coming 1/21/21
Donald Trump Returns as…",daddio388,"Virginia, USA",0.136363636,positive
305,RT @HappyLALife: ❤️@andersoncooper @CNN take on @realDonaldTrump tantrum-  “it doesn’t matter.”  Refreshing!,KeckFam11,,0.625,positive
306,"@realDonaldTrump Totally baseless claim. You won states with this machine. You won in 2016 with this machine. You are destroying this country with division, false information, and conspiracy theories. You are doing nothing to make america great. You are tearing it apart.",YepsenDave,princeton il,0.05,positive
307,"@funder @realDonaldTrump Honestly, the minute this monster is out of office we all need to ignore him.",jeg_28,NY,0.6,positive
308,"@mtgreenee @realDonaldTrump The media didn’t decide,  stupid. The people did. The media simply reported the electoral vote count. #Dumbass",Johnny320,USA,-0.4,negative
310,"@realDonaldTrump @BrianKempGA You are really looking weak, give it up!",Serenit17918092,,-0.134375,negative
312,@kirstiealley @GoalisChange @realDonaldTrump So many bots on this thread. We’re their votes counted?,PinehurstRare,United States,0.5,positive
314,@MarceLvNisekoi @realDonaldTrump He lost. He lost fairly. Please stop lying.,BrotherRabbit4,,0.7,positive
315,"RT @stuartpstevens: “Syphilis can invade the nervous system at any stage of infection, &amp; causes a wide range of symptoms, including headach…",BlondeAnomalies,"Pelham, NH",-0.1,negative
318,"@TrumpVoterWTF @realDonaldTrump @newsmax @FoxNews Oh God, even the German media notice it:
Fox News has a System, over the Day you can hear many things against Trump, but at Night the Talkshows like Carlson fully support Trump. Its now the same, over the Day nothing, and at Night many about the Steal.",StevenK99357569,,0.25,positive
321,"@realDonaldTrump Lol I find it funny that it is true and happened, but stupid morons from of Twitter say its disputed. What a joke",Jlew8601,,-0.04,negative
323,"@forwardarc @realDonaldTrump This is the second trump appointee to do so. Another, Chris Krebs, who runs DHS Cybersecurity Agency, has attacked trump's ""wild and baseless claims...""  ""There is no evidence that any voting system deleted or lost votes, changed votes, or was in any way compromised.""",dinerlee,"North Carolina, USA @UNC BA JD",0.05,positive
324,@DanScavino @realDonaldTrump Scavino has zero integrity! Maybe he can find some. Trust me Dan ... there is life after Trump. Even though it has been so sad with him in office! #ByeDon,AndyRT18,,-0.625,negative
326,"RT @WhiteHouse: Thanks to President @realDonaldTrump's leadership, we're on track to deliver a safe and effective vaccine to our most vulne…",dallas_413,Gunshine state tm ,0.45,positive
327,"@DanScavino @realDonaldTrump LOL!  Lets see you go on his show next week.  

Now that would be more then funny.  

You want to get ratings, do his show.",PeterPa67768108,"Edmonton, Alberta",0.4375,positive
328,@MadameTussauds @realDonaldTrump @PA You have to add 85 more pounds.,KingCujo,,0.5,positive
330,@DanScavino @realDonaldTrump We need a real recount in GA https://t.co/1Rofvw9VXv,InstaKnot,,0.2,positive
332,"@realDonaldTrump @PeteHegseth @seanhannity First it was stop counting, now it’s count all the votes!?...what is wrong with you???
Votes have been counted and Joe got more!..that means you lost",Really36721577,,-0.125,negative
333,@lutsics @RichAzzopardi @realDonaldTrump @NYGovCuomo Make NY go to the end of the line. Right after Puerto Rico gets the vaccine...NY can get it.,tangledshadows,,0.285714286,positive
336,@realDonaldTrump Get over it...you lost FAIR AND SQUARE!!!,Pokeymomma1,In a Biden State,1,positive
340,@realDonaldTrump @PeteHegseth @seanhannity Pack your bags !! A real President is moving in,shorebaby1,,0.2,positive
342,@realDonaldTrump FAKE NEWS,gilrobledojr,,-0.5,negative
343,@realDonaldTrump @PeteHegseth @seanhannity Dementia is really kicking in,Ilikech31264077,,0.2,positive
344,"@b_more_raven @chipfranklin @realDonaldTrump I don't know if Trump would ever be sent to jail for nonviolent crimes. If anything he'd get fines, and possibly probation or house arrest. Now if we found out he did something that was high level federal crime, then maybe. Trump was the co-conspiritor in the Cohen conviction.",MissyMi51789237,,0.082,positive
345,"RT @stuartpstevens: “Syphilis can invade the nervous system at any stage of infection, &amp; causes a wide range of symptoms, including headach…",LouLachat,Living BLUE in Red state AZ! ,-0.1,negative
346,@AngelJOsorioM01 @realDonaldTrump It’s not going to even make it the Supreme Court. Sorry guy.,gardenseve,United States,-0.5,negative
347,@realDonaldTrump So what did Trump do wrong? He put them where they could eat and sleep. Which was much better that out doors. With who knows what they would eat. I feel in my heart ❤️ you were protecting them from their parents bad decisions. I’m a mother and gramma I feel they needed shelter.,LucyMon47127606,"Fresno, CA",-0.233333333,negative
348,"@SenSasse @SenateGOP @TulsiGabbard @RonPaul @NYSCourtsNews @uscourts @flmd_uscourts @NYCCHR @NYCCouncil @NYPDSpecialops @IntlCrimCourt @EU_Commission @Europarl_EN @INCIndia @NYPDShea @NYMayors @NYCMayorsOffice @Sothebys @DFB_Team_EN @GermanyUN @USAGov @CroatiaInEU @India_Croatia @HNS_CFF @NobelPrize @HispanicCaucus @WhiteHouse @senjudiciary @GNAnegativeaxis @SenTedCruz @IvankaTrump @jaredkushner @realDonaldTrump @SpeakerPelosi @SenFeinstein @NSAGov @steven_l_cox @TheJusticeDept @CommissionerHR @NYPDChiefofDept @NYPDCT @NYCMayor @hrw @AOC @SalazarSenate @jessicaramos @USCourtsPRD @USCourtsCASD @JudicialWatch @YouTube People don't share city becomes ghetto it becomes too tight like the government puts people and little box lives boxes of Life shelter beds little sros little Studios 

with rodents insects and then the outside is full of litter because there's so many people hard to look after",Cardbart1,,-0.022842262,negative
349,RT @murray_nyc: @realDonaldTrump @BrianKempGA This is insane. Does Trump want his “people” to review the signatures of every single person…,10toone,,-0.535714286,negative
351,❤️❤️❤️❤️we love you president @realDonaldTrump America has your back! We will win this spiritual war and we will walk beside you. 🇺🇸🇺🇸🇺🇸 https://t.co/XBlNQCuM4W,h3ather_parker,somewhere over the rainbow,0.325,positive
352,"@realDonaldTrump @PeteHegseth @seanhannity The votes are being counted, slowly, deliberately, accurately, transparently. The recount won't change things. You called the same numbers ""a landslide"" last time around. Let's go with that. Pathetic. Losing the election doesn't make you a loser. You are a loser all around.",JoeyWolfDee,,-0.18,negative
354,"@Rob12449 @ChidiNwatu @realDonaldTrump Child, please. Sit down.",CCW315,"Florida, USA",-0.155555556,negative
355,@realDonaldTrump TOLD YOU THAT THE PRESSURE WAS BUILDING AND NOTHING YOU COULD DO.    KARMA  IS COMING FOR YOU AND YOU CAN'T STOP IT.  I HAD FAITH IN YOU AND YOU FAILED THIS  COUNTRY.,faceoffitness,,-0.5,negative
356,"@realDonaldTrump @PeteHegseth @seanhannity They're not letting poll watchers see the signatures. Poll workers soght tight, side by side, but poll watchers have to be far away, even though they have masks on.",BallaamMiles,,-0.039285714,negative
357,"@DanScavino @realDonaldTrump WOW!
Trump's hand-picked Federal Election Security Executive confirms that this was the most secure election in US History. 
Benjamin Hovland will probably be fired on Monday, if not over the weekend. 
I think he deserves a The Profile in Courage Award. 

https://t.co/pGP3ERxfNU",rickysteele,"Atlanta, Georgia",0.341666667,positive
359,"@DanScavino @realDonaldTrump #LiesAfterLies 

#TrumpLiesEverytimeHeSpeaks 

#MillionsMAGAMarch #l

#MillionMAGAMarch 

Exactly 

Exactly 🤔 https://t.co/ssR0uRlsbd",leavenpeace,,0.25,positive
361,"RT @WhiteHouse: Thanks to President @realDonaldTrump's leadership, we're on track to deliver a safe and effective vaccine to our most vulne…",Parkertweeter,,0.45,positive
362,@DanScavino @realDonaldTrump Wow... just wow.. WOW!!! ❤👍🇺🇸❤👍🇺🇸❤👍🇺🇸,hIsGiRL71114,Florida,0.131770833,positive
363,"RT @RichAzzopardi: .@realDonaldTrump has failed with his pandemic response, lied to Americans about how bad it was when he knew otherwise &amp;…",CampaignGov,"New York, USA",-0.6,negative
365,"@realDonaldTrump @PeteHegseth @seanhannity Oh please. The election process was legal.  The WORST thing would be if you won....WHICH YOU DIDN’T. Here we go again, the votes were counted, you lost, it’s over, concede. #ByeDon2020 #Concede #ItsOver #YouLost",IVotedForJoeB,Kentucky,-0.4,negative
366,"RT @harrahgirl: @realDonaldTrump @PeteHegseth @seanhannity Face facts, Anger Boy - you failed to perform your job and the American people f…",kjcharette,,-0.4,negative
368,@realDonaldTrump Real news: https://t.co/AYtM7sBfXT,Will_Timmy5,Canada,0.2,positive
369,"@thevivafrei @realDonaldTrump You will enjoy this.
https://t.co/oCZh66ngK0",AlanMyron,Portland Oregon,0.4,positive
370,"@realDonaldTrump @PeteHegseth @seanhannity What can Trump do if he loses and they revalidate the fraud? Of the 538 electoral college voters, in the states where there is fraud, they can refuse to vote for Biden. There are antecedents. Trump in 2016, won with 306 votes. And in the final election, 304 voted in his favor.",BSC_ROCK1,Ecuador,-0.15,negative
371,"I wondered about those Michigan results, and if they only affected the Presidential race ... perhaps not!  'Only saw Joe Biden and Gary Peters' marked on clandestine ballots.
@JohnJamesMI  @RudyGiuliani  @SidneyPowell1 @realDonaldTrump
https://t.co/yoxdIxlR9m",SpeakingOut59,America's Heartland,0.033333333,positive
372,"@senatemajldr @POTUS @EricTrump @IvankaTrump @realDonaldTrump
There is no sense in recounting fradulent ballots. If lots have been mixed and security envelopes purposefully discarded there remains NO OTHER WAY to ensure integrity but a REVOTE in affected states",RobertGlidewel2,,0.03125,positive
374,@Trumpsters45 @KevinHarley5 @SandyHermannJ @JoeBiden @realDonaldTrump I guess it's lucky we have a Supreme court,BlakeEmilfit,,0.333333333,positive
376,"@realDonaldTrump @PeteHegseth @seanhannity You are irrelevant.  Get out, we the people have spoken.",j_seibyl,,-0.5,negative
377,@realDonaldTrump I win Pennsylvania too! https://t.co/iOuArfsamP,atwellorama,"Denver, CO",1,positive
381,@realDonaldTrump We the people ( 73 million ) Demand a fair election. #Trump2020,PamelaJ1619,"Louisiana, USA",0.7,positive
386,@realDonaldTrump @PeteHegseth @seanhannity Why would you allow @GeraldoRivera be your spokesperson on @seanhannity? Not a good look.,logancorgi,,-0.35,negative
387,"@realDonaldTrump @PeteHegseth @seanhannity Dear Donald,
Mail in votes are legal votes in USA. So are Ansentee votes. They are as legitimate as a vote cast in person. So they are counted.",lorraine_fevre,"Sydney, New South Wales",0.2,positive
388,@BenRiversTweets @rosamerdo @AshleySoShy @BobbyReagan2 @DwayneNeal12 @Marlo_Rees @Kristie14820841 @HKrassenstein @realDonaldTrump Sad. That no one gives a shit. I can guarantee if it were reversed Biden would be fighting. Hillary is on tape telling Biden not to concede. So please spare me.,mbell000,,-0.35,negative
390,"RT @RepThomasMassie: There was never a bad time, but now would be an excellent time for @realDonaldTrump to pardon @Snowden, pardon  #Julia…",micEzilla,Tx,0.675,positive
391,@carolswilliams_ @DanScavino @realDonaldTrump You are listening to mainstream media. Are you aware that Biden has lost electoral votes and his total has lessened? Trump legitimately has won this election and he will be the president for another four years.,debrakasar,,0.125,positive
392,@realDonaldTrump @PeteHegseth @seanhannity You are so sad 😞  give it up.,Baileyar2016,,-0.5,negative
393,"@billjockstud2 @BrianKarem @realDonaldTrump Love it! We all know ""LOSER"" get under his reptilian thin skin🤭",dinosaursindc,United States,0.1125,positive
394,"@GuySquiggs @DarthOmnivorous @TheGlare_TM @realDonaldTrump You don't with hold evidence from a judge when they ask for it. Sorry loser, trump lost. Deal with it",YouLostSucker,,-0.5,negative
395,@DanScavino @realDonaldTrump got tossed right of court cause this in fact is a lie.,xenosoul,"Hobart, IN",0.285714286,positive
396,"@realDonaldTrump Soooo... 26 years ago there was a local election that was manipulated in a Very Obvious fashion (Some of which was only ""Technically"" wrong due to outdated voting laws), and the Leader of our Nation think's it's somehow relevant Today? Wooowwww Indeed....",SpyderZ,"Shoreline, WA",-0.089285714,negative
397,We did better than bet against him. We voted against him. https://t.co/2AOeTBTPcJ,MFergenbaum,"Pinellas Park, FL",0.5,positive
399,Dude you lost in a landslide of epic proportions let’s see 306-232 dude take your fraud ass to Florida. You are the worse POTUS of all time. #Bidenwhoopedyourass. https://t.co/Njk4Cs4f5V,dlew408,san jose,-0.15,negative
400,@w_terrence @realDonaldTrump They CHEATED and CHEATED good.,Deb_bee14,,0.7,positive
402,@realDonaldTrump He needs to stop the madness.  Good grief.,loriagreenwood,Delaware,-0.05,negative
406,"RT @BrianKarem: Over heard at the WH: ""We haven't seen lame duck a l'orange all week. Maybe he's still marinating."" @realDonaldTrump",alissagal8,"Salt Lake City, UT",-0.5,negative
